,Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Sales Method
2606,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men,Street Footwear,33,128,4224.0,Online
2607,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men,Athletic Footwear,32,74,2368.0,Online
2608,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women,Street Footwear,25,74,1850.0,Online
2609,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women,Athletic Footwear,28,33,924.0,Online
2610,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men,Apparel,43,49,2107.0,Online
2611,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women,Apparel,33,72,2376.0,Online
2612,Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men,Street Footwear,34,152,5168.0,Online
2613,Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men,Athletic Footwear,34,51,1734.0,Online
2614,Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Women,Street Footwear,24,68,1632.0,Online
2615,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women,Street Footwear,35,400,140000.0,In-store
2616,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women,Athletic Footwear,35,350,122500.0,In-store
2617,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men,Apparel,45,350,157500.0,In-store
2618,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women,Apparel,50,450,225000.0,In-store
2619,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men,Street Footwear,25,675,168750.0,In-store
2620,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men,Athletic Footwear,25,475,118750.0,In-store
2621,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women,Street Footwear,15,475,71250.0,In-store
2622,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women,Athletic Footwear,20,325,65000.0,In-store
2623,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men,Apparel,35,375,131250.0,In-store
2624,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women,Apparel,25,475,118750.0,In-store
2625,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men,Street Footwear,25,725,181250.0,In-store
2626,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men,Athletic Footwear,25,375,93750.0,In-store
2627,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Women,Street Footwear,15,425,63750.0,In-store
2628,West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women,Athletic Footwear,65,525,341250.0,Online
2629,West Gear,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women,Apparel,50,250,125000.0,In-store
2630,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men,Street Footwear,45,400,180000.0,In-store
2631,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men,Athletic Footwear,35,275,96250.0,In-store
2632,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women,Street Footwear,35,220,77000.0,In-store
2633,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women,Athletic Footwear,35,200,70000.0,In-store
2634,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men,Apparel,60,175,105000.0,In-store
2635,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women,Apparel,65,275,178750.0,In-store
2636,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men,Street Footwear,60,525,315000.0,In-store
2637,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men,Athletic Footwear,50,325,162500.0,In-store
2638,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women,Street Footwear,50,275,137500.0,In-store
2639,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women,Athletic Footwear,50,225,112500.0,In-store
2640,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men,Apparel,60,225,135000.0,In-store
2641,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women,Apparel,65,325,211250.0,In-store
2642,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men,Street Footwear,30,450,135000.0,In-store
2643,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men,Athletic Footwear,30,250,75000.0,In-store
2644,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women,Street Footwear,20,250,50000.0,In-store
2645,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women,Athletic Footwear,25,100,25000.0,In-store
2646,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men,Apparel,40,150,60000.0,In-store
2647,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women,Apparel,30,250,75000.0,In-store
2648,West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men,Street Footwear,30,500,150000.0,In-store
2649,West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men,Athletic Footwear,30,150,45000.0,In-store
2650,West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Women,Street Footwear,20,200,40000.0,In-store
2651,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women,Street Footwear,32,120,3840.0,Online
2652,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women,Athletic Footwear,34,88,2992.0,Online
2653,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men,Apparel,42,88,3696.0,Online
2654,West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women,Apparel,47,126,5922.0,Online
2655,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men,Street Footwear,23,196,4508.0,Online
2656,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men,Athletic Footwear,23,133,3059.0,Online
2657,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women,Street Footwear,14,143,2002.0,Online
2658,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women,Athletic Footwear,18,88,1584.0,Online
2659,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men,Apparel,33,98,3234.0,Online
2660,West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women,Apparel,24,138,3312.0,Online
2661,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men,Street Footwear,25,218,5450.0,Online
2662,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Men,Athletic Footwear,24,101,2424.0,Online
2663,West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,Women,Street Footwear,14,115,1610.0,Online
2664,West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women,Street Footwear,59,161,9499.0,Online
2665,West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women,Athletic Footwear,63,147,9261.0,Online
2666,West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Men,Apparel,68,142,9656.0,Online
2667,West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women,Apparel,74,156,11544.0,Online
2668,West Gear,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women,Apparel,49,73,3577.0,Online
2669,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men,Street Footwear,41,112,4592.0,Online
2670,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men,Athletic Footwear,32,72,2304.0,Online
2671,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women,Street Footwear,32,57,1824.0,Online
2672,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women,Athletic Footwear,34,52,1768.0,Online
2673,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Men,Apparel,55,49,2695.0,Online
2674,West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women,Apparel,59,72,4248.0,Online
2675,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men,Street Footwear,54,147,7938.0,Online
2676,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men,Athletic Footwear,47,91,4277.0,Online
2677,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women,Street Footwear,47,83,3901.0,Online
2678,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women,Athletic Footwear,49,61,2989.0,Online
2679,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men,Apparel,59,59,3481.0,Online
2680,West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women,Apparel,59,88,5192.0,Online
2681,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men,Street Footwear,28,126,3528.0,Online
2682,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men,Athletic Footwear,29,70,2030.0,Online
2683,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women,Street Footwear,18,65,1170.0,Online
2684,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women,Athletic Footwear,23,29,667.0,Online
2685,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Men,Apparel,38,45,1710.0,Online
2686,West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women,Apparel,28,73,2044.0,Online
2687,West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men,Street Footwear,29,140,4060.0,Online
2688,West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men,Athletic Footwear,29,39,1131.0,Online
2689,West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Women,Street Footwear,20,60,1200.0,Online
2690,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,30,125,37500.0,In-store
2691,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Men,Apparel,45,200,90000.0,In-store
2692,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women,Apparel,20,300,60000.0,In-store
2693,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men,Street Footwear,25,520,130000.0,In-store
2694,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,25,225,56250.0,In-store
2695,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women,Street Footwear,15,275,41250.0,In-store
2696,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,20,125,25000.0,In-store
2697,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men,Apparel,35,175,61250.0,In-store
2698,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women,Apparel,25,275,68750.0,In-store
2699,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,25,500,125000.0,In-store
2700,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,25,200,50000.0,In-store
2701,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,15,200,30000.0,In-store
2702,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,20,125,25000.0,In-store
2703,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men,Apparel,65,150,97500.0,In-store
2704,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women,Apparel,50,275,137500.0,In-store
2705,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men,Street Footwear,60,545,327000.0,In-store
2706,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,40,250,100000.0,In-store
2707,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women,Street Footwear,35,225,78750.0,In-store
2708,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,35,175,61250.0,In-store
2709,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men,Apparel,45,200,90000.0,In-store
2710,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women,Apparel,55,325,178750.0,In-store
2711,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,40,575,230000.0,In-store
2712,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,35,325,113750.0,In-store
2713,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,30,200,60000.0,In-store
2714,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,30,175,52500.0,In-store
2715,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men,Apparel,40,175,70000.0,In-store
2716,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women,Apparel,60,325,195000.0,In-store
2717,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men,Street Footwear,55,550,302500.0,In-store
2718,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,50,300,150000.0,In-store
2719,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women,Street Footwear,45,225,101250.0,In-store
2720,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,45,175,78750.0,In-store
2721,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men,Apparel,55,200,110000.0,In-store
2722,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women,Apparel,60,375,225000.0,In-store
2723,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,50,525,262500.0,In-store
2724,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,45,300,135000.0,In-store
2725,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,40,225,90000.0,In-store
2726,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,40,200,80000.0,In-store
2727,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men,Apparel,50,175,87500.0,In-store
2728,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women,Apparel,55,350,192500.0,In-store
2729,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men,Street Footwear,35,475,166250.0,In-store
2730,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,30,275,82500.0,In-store
2731,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women,Street Footwear,25,175,43750.0,In-store
2732,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,25,150,37500.0,In-store
2733,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men,Apparel,35,150,52500.0,In-store
2734,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women,Apparel,40,225,90000.0,In-store
2735,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,45,400,180000.0,In-store
2736,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,35,250,87500.0,In-store
2737,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,35,150,52500.0,In-store
2738,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,35,150,52500.0,In-store
2739,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men,Apparel,45,150,67500.0,In-store
2740,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women,Apparel,50,275,137500.0,In-store
2741,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,45,425,191250.0,In-store
2742,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,35,325,113750.0,In-store
2743,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,35,270,94500.0,In-store
2744,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,35,275,96250.0,In-store
2745,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men,Apparel,60,250,150000.0,In-store
2746,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women,Apparel,65,350,227500.0,In-store
2747,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men,Street Footwear,60,600,360000.0,In-store
2748,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,50,400,200000.0,In-store
2749,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women,Street Footwear,50,350,175000.0,In-store
2750,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,50,300,150000.0,In-store
2751,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men,Apparel,60,300,180000.0,In-store
2752,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women,Apparel,65,400,260000.0,In-store
2753,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men,Street Footwear,35,500,175000.0,In-store
2754,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,35,300,105000.0,In-store
2755,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women,Street Footwear,25,300,75000.0,In-store
2756,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,30,150,45000.0,In-store
2757,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men,Apparel,45,200,90000.0,In-store
2758,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women,Apparel,35,300,105000.0,In-store
2759,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men,Street Footwear,35,550,192500.0,In-store
2760,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,40,200,80000.0,In-store
2761,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women,Street Footwear,30,300,90000.0,In-store
2762,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,29,36,1044.0,Online
2763,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Men,Apparel,41,58,2378.0,Online
2764,West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women,Apparel,19,75,1425.0,Online
2765,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men,Street Footwear,23,151,3473.0,Online
2766,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,23,61,1403.0,Online
2767,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women,Street Footwear,14,72,1008.0,Online
2768,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,19,31,589.0,Online
2769,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Men,Apparel,32,44,1408.0,Online
2770,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women,Apparel,24,74,1776.0,Online
2771,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,23,125,2875.0,Online
2772,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,23,54,1242.0,Online
2773,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,14,52,728.0,Online
2774,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,19,36,684.0,Online
2775,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Men,Apparel,61,45,2745.0,Online
2776,West Gear,1185732,2021-04-10,Midwest,Indiana,Indianapolis,Women,Apparel,47,72,3384.0,Online
2777,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men,Street Footwear,54,164,8856.0,Online
2778,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,37,73,2701.0,Online
2779,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women,Street Footwear,34,56,1904.0,Online
2780,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,34,49,1666.0,Online
2781,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men,Apparel,44,58,2552.0,Online
2782,West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Women,Apparel,53,91,4823.0,Online
2783,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,36,155,5580.0,Online
2784,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,32,94,3008.0,Online
2785,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,27,50,1350.0,Online
2786,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,29,46,1334.0,Online
2787,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men,Apparel,36,53,1908.0,Online
2788,West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women,Apparel,56,91,5096.0,Online
2789,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men,Street Footwear,51,149,7599.0,Online
2790,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,49,84,4116.0,Online
2791,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women,Street Footwear,42,68,2856.0,Online
2792,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,42,49,2058.0,Online
2793,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Men,Apparel,51,50,2550.0,Online
2794,West Gear,1185732,2021-07-09,Midwest,Indiana,Indianapolis,Women,Apparel,54,101,5454.0,Online
2795,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,47,152,7144.0,Online
2796,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,41,87,3567.0,Online
2797,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,37,56,2072.0,Online
2798,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,38,60,2280.0,Online
2799,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men,Apparel,47,53,2491.0,Online
2800,West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women,Apparel,54,91,4914.0,Online
2801,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men,Street Footwear,33,133,4389.0,Online
2802,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,29,74,2146.0,Online
2803,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women,Street Footwear,23,49,1127.0,Online
2804,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,24,41,984.0,Online
2805,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men,Apparel,33,42,1386.0,Online
2806,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Women,Apparel,36,68,2448.0,Online
2807,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,41,116,4756.0,Online
2808,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,32,65,2080.0,Online
2809,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,32,38,1216.0,Online
2810,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,33,44,1452.0,Online
2811,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Men,Apparel,41,38,1558.0,Online
2812,West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women,Apparel,48,83,3984.0,Online
2813,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men,Street Footwear,41,123,5043.0,Online
2814,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,33,98,3234.0,Online
2815,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women,Street Footwear,32,81,2592.0,Online
2816,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,34,83,2822.0,Online
2817,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Men,Apparel,55,75,4125.0,Online
2818,West Gear,1185732,2021-11-10,Midwest,Indiana,Indianapolis,Women,Apparel,61,91,5551.0,Online
2819,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men,Street Footwear,58,150,8700.0,Online
2820,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,49,108,5292.0,Online
2821,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women,Street Footwear,49,105,5145.0,Online
2822,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,45,87,3915.0,Online
2823,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Men,Apparel,54,84,4536.0,Online
2824,West Gear,1185732,2021-12-09,Midwest,Indiana,Indianapolis,Women,Apparel,62,120,7440.0,Online
2825,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men,Street Footwear,32,125,4000.0,Online
2826,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,32,75,2400.0,Online
2827,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women,Street Footwear,25,87,2175.0,Online
2828,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women,Athletic Footwear,29,45,1305.0,Online
2829,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men,Apparel,41,54,2214.0,Online
2830,West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women,Apparel,34,75,2550.0,Online
2831,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men,Street Footwear,33,149,4917.0,Online
2832,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men,Athletic Footwear,38,50,1900.0,Online
2833,West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women,Street Footwear,27,75,2025.0,Online
2834,West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women,Athletic Footwear,25,75,18750.0,In-store
2835,West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Men,Apparel,40,150,60000.0,In-store
2836,West Gear,1185732,2021-02-03,Midwest,Wisconsin,Milwaukee,Women,Apparel,15,250,37500.0,In-store
2837,West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men,Street Footwear,20,470,94000.0,In-store
2838,West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men,Athletic Footwear,20,175,35000.0,In-store
2839,West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women,Street Footwear,10,225,22500.0,In-store
2840,West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women,Athletic Footwear,15,75,11250.0,In-store
2841,West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men,Apparel,30,125,37500.0,In-store
2842,West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Women,Apparel,20,225,45000.0,In-store
2843,West Gear,1185732,2021-04-03,Midwest,Wisconsin,Milwaukee,Men,Street Footwear,20,450,90000.0,In-store
